candle_begin_time,open,high,low,close,volume
2018-08-22 00:00:00,6479.98,6485.81,6476.33,6480.0,42.31597
2018-08-22 00:05:00,6480.0,6484.07,6475.05,6475.05,40.748347
2018-08-22 00:10:00,6475.05,6476.32,6458.24,6461.84,138.16894
2018-08-22 00:15:00,6464.73,6466.0,6452.24,6460.01,77.97363
2018-08-22 00:20:00,6460.61,6465.98,6445.0,6453.62,115.639817
2018-08-22 00:25:00,6453.62,6459.58,6446.72,6450.0,64.438048
2018-08-22 00:30:00,6446.79,6451.2,6439.0,6440.78,103.41652
2018-08-22 00:35:00,6440.78,6449.52,6436.0,6446.38,177.548779
2018-08-22 00:40:00,6446.38,6449.52,6437.0,6446.7,85.019237
2018-08-22 00:45:00,6446.71,6466.0,6446.63,6464.46,59.441116
2018-08-22 00:50:00,6464.46,6481.0,6460.93,6466.75,106.657613
2018-08-22 00:55:00,6466.85,6474.74,6453.69,6461.32,26.406003
2018-08-22 01:00:00,6461.04,6700.0,6448.87,6686.29,2424.018347
2018-08-22 01:05:00,6686.29,6805.0,6686.29,6738.86,1527.386653
2018-08-22 01:10:00,6735.78,6745.0,6701.0,6731.75,613.705576
2018-08-22 01:15:00,6731.75,6835.0,6730.36,6825.06,882.791335
2018-08-22 01:20:00,6825.06,6835.0,6741.26,6767.79,630.908183
2018-08-22 01:25:00,6765.89,6789.65,6754.18,6780.0,572.228857
2018-08-22 01:30:00,6780.01,6842.47,6775.76,6788.21,867.631176
2018-08-22 01:35:00,6785.37,6798.99,6740.68,6745.77,590.095804
2018-08-22 01:40:00,6744.97,6786.91,6741.0,6764.99,312.66218
2018-08-22 01:45:00,6764.58,6808.9,6760.02,6793.04,330.493274
2018-08-22 01:50:00,6793.04,6800.01,6777.5,6793.7,290.866453
2018-08-22 01:55:00,6793.7,6820.67,6792.25,6808.96,396.942066
2018-08-22 02:00:00,6809.0,6882.54,6794.43,6805.89,1574.869008
2018-08-22 02:05:00,6805.89,6810.32,6681.0,6732.96,1600.579187
2018-08-22 02:10:00,6737.81,6740.02,6716.81,6719.01,470.79109
2018-08-22 02:15:00,6719.13,6719.13,6678.28,6699.19,648.189766
2018-08-22 02:20:00,6698.88,6725.04,6687.05,6706.57,507.053036
2018-08-22 02:25:00,6709.35,6711.0,6690.99,6707.94,224.040913
2018-08-22 02:30:00,6705.47,6717.24,6690.77,6715.0,289.644417
2018-08-22 02:35:00,6715.0,6717.24,6701.79,6711.03,248.135998
2018-08-22 02:40:00,6711.05,6714.81,6688.99,6692.39,242.546979
2018-08-22 02:45:00,6695.83,6698.89,6682.79,6682.86,291.590617
2018-08-22 02:50:00,6682.86,6720.73,6682.86,6718.69,389.41822
2018-08-22 02:55:00,6720.23,6736.95,6716.0,6730.0,476.453408
2018-08-22 03:00:00,6730.0,6731.83,6694.71,6710.09,410.017511
2018-08-22 03:05:00,6710.17,6713.8,6693.16,6702.86,408.284179
2018-08-22 03:10:00,6704.43,6709.4,6698.0,6703.04,344.613217
2018-08-22 03:15:00,6703.04,6705.56,6700.0,6702.61,392.814629
2018-08-22 03:20:00,6702.95,6722.96,6702.55,6719.01,375.436858
2018-08-22 03:25:00,6718.56,6735.0,6715.04,6724.97,282.295911
2018-08-22 03:30:00,6724.98,6725.0,6705.0,6705.0,398.559759
2018-08-22 03:35:00,6707.98,6720.0,6705.21,6713.99,479.806086
2018-08-22 03:40:00,6713.94,6724.46,6713.0,6724.43,232.275489
2018-08-22 03:45:00,6722.05,6725.36,6716.5,6717.78,449.481119
2018-08-22 03:50:00,6717.14,6722.98,6714.3,6721.02,368.297455
2018-08-22 03:55:00,6721.02,6735.0,6721.01,6726.01,201.648931
2018-08-22 04:00:00,6726.0,6759.0,6725.0,6741.97,247.903745
2018-08-22 04:05:00,6744.42,6755.1,6741.01,6746.99,332.416373
2018-08-22 04:10:00,6746.6,6746.99,6740.33,6741.01,224.888123
2018-08-22 04:15:00,6740.34,6745.0,6730.0,6744.8,282.897635
2018-08-22 04:20:00,6744.81,6745.0,6740.01,6742.81,169.101022
2018-08-22 04:25:00,6742.81,6746.2,6730.68,6737.63,459.654696
2018-08-22 04:30:00,6737.62,6737.62,6721.0,6721.19,139.278397
2018-08-22 04:35:00,6724.0,6733.98,6720.0,6731.98,90.857722
2018-08-22 04:40:00,6730.63,6732.43,6725.0,6727.21,143.876188
2018-08-22 04:45:00,6728.2,6730.01,6715.0,6715.01,213.869571
2018-08-22 04:50:00,6715.0,6715.02,6704.16,6704.16,206.824846
2018-08-22 04:55:00,6709.89,6719.88,6704.0,6715.96,379.451008
2018-08-22 05:00:00,6716.01,6720.27,6715.41,6717.16,260.765198
2018-08-22 05:05:00,6717.4,6723.0,6715.63,6719.01,134.573797
2018-08-22 05:10:00,6719.35,6726.19,6719.0,6719.42,116.319392
2018-08-22 05:15:00,6719.41,6719.42,6701.0,6703.13,228.416807
2018-08-22 05:20:00,6703.02,6704.8,6681.0,6694.27,289.485301
2018-08-22 05:25:00,6694.26,6695.0,6668.0,6672.98,381.836436
2018-08-22 05:30:00,6676.4,6687.79,6670.51,6680.6,216.019799
2018-08-22 05:35:00,6680.59,6688.81,6673.14,6679.41,276.785641
2018-08-22 05:40:00,6680.02,6696.19,6678.91,6694.23,163.868694
2018-08-22 05:45:00,6694.24,6698.96,6680.21,6689.37,238.192433
2018-08-22 05:50:00,6688.5,6692.74,6680.0,6686.51,275.068005
2018-08-22 05:55:00,6685.75,6688.48,6670.04,6678.0,354.443091
2018-08-22 06:00:00,6680.0,6693.47,6678.0,6688.04,372.138164
2018-08-22 06:05:00,6688.26,6694.96,6685.96,6693.55,190.314346
2018-08-22 06:10:00,6693.54,6693.54,6679.84,6687.0,91.319889
2018-08-22 06:15:00,6686.14,6693.55,6686.0,6690.02,92.986704
2018-08-22 06:20:00,6690.5,6696.0,6690.01,6695.35,143.94074
2018-08-22 06:25:00,6695.35,6695.72,6688.79,6692.01,138.645029
2018-08-22 06:30:00,6692.0,6695.35,6680.0,6681.85,73.213689
2018-08-22 06:35:00,6681.84,6684.45,6670.0,6680.15,259.246081
2018-08-22 06:40:00,6680.14,6680.16,6666.0,6669.63,239.902282
2018-08-22 06:45:00,6669.63,6679.09,6666.0,6675.36,157.22321
